Year,Observations,Total forcing,Aerosol forcing,Cumulative CO2,Low response,Low - AR4,High response,High - AR4,Year,Observations,Total forcing,Aerosol forcing,Cumulative CO2,Low response,Low - AR4,High response,High - AR4,Year,Observations,Total forcing,Aerosol forcing,Cumulative CO2,Low response,Low - AR4,High response,High - AR4,Year,Observations,Total forcing,Aerosol forcing,Cumulative CO2,Low response,Low - AR4,High response,High - AR4
1987,0.5085,1.43528,-0.712199,331.883,0.543002,0.54093,0.369218,0.318599,1987,0.5085,1.43528,-0.712199,331.883,0.542955,0.540881,0.369112,0.318446,1987,0.5085,1.43528,-0.712199,331.883,0.542717,0.540627,0.370352,0.320195,1987,0.5085,1.43528,-0.712199,331.883,0.543055,0.54099,0.368362,0.317395
1988,0.5085,1.57609,-0.721082,339.164,0.561436,0.559216,0.40101,0.354602,1988,0.5085,1.57609,-0.721082,339.164,0.561393,0.559171,0.400901,0.354445,1988,0.5085,1.57609,-0.721082,339.164,0.561176,0.558939,0.40217,0.356234,1988,0.5085,1.57609,-0.721082,339.164,0.561482,0.559269,0.400135,0.353371
1989,0.4385,1.70061,-0.726259,346.577,0.58247,0.580033,0.439688,0.399114,1989,0.4385,1.70061,-0.726259,346.577,0.582431,0.579992,0.439576,0.398953,1989,0.4385,1.70061,-0.726259,346.577,0.582234,0.57978,0.440872,0.400781,1989,0.4385,1.70061,-0.726259,346.577,0.582509,0.580079,0.438793,0.397856
1990,0.6185,1.74564,-0.729946,354.04,0.604148,0.601496,0.480764,0.446686,1990,0.6185,1.74564,-0.729946,354.04,0.604113,0.601458,0.480651,0.446523,1990,0.6185,1.74564,-0.729946,354.04,0.603935,0.601266,0.481972,0.448386,1990,0.6185,1.74564,-0.729946,354.04,0.604181,0.601535,0.479852,0.445403
1991,0.5685,0.806741,-0.741871,361.656,0.608815,0.606564,0.480479,0.443578,1991,0.5685,0.806741,-0.741871,361.656,0.608783,0.60653,0.480363,0.443412,1991,0.5685,0.806741,-0.741871,361.656,0.608624,0.606357,0.48171,0.445311,1991,0.5685,0.806741,-0.741871,361.656,0.608842,0.606597,0.479549,0.442271
1992,0.4185,0.183167,-0.758389,369.078,0.587436,0.586497,0.415785,0.361406,1992,0.4185,0.183167,-0.758389,369.078,0.587407,0.586466,0.415667,0.361236,1992,0.4185,0.183167,-0.758389,369.078,0.587268,0.586313,0.41704,0.363172,1992,0.4185,0.183167,-0.758389,369.078,0.587456,0.586522,0.414837,0.360073
1993,0.4585,0.897138,-0.765683,376.5,0.570328,0.570524,0.361233,0.291672,1993,0.4585,0.897138,-0.765683,376.5,0.570303,0.570497,0.361112,0.291499,1993,0.4585,0.897138,-0.765683,376.5,0.570184,0.570365,0.362512,0.293473,1993,0.4585,0.897138,-0.765683,376.5,0.570342,0.570543,0.360266,0.290313
1994,0.5185,1.4368,-0.768847,384.031,0.576164,0.576674,0.363467,0.291717,1994,0.5185,1.4368,-0.768847,384.031,0.576142,0.57665,0.363344,0.291541,1994,0.5185,1.4368,-0.768847,384.031,0.576042,0.576538,0.36477,0.293551,1994,0.5185,1.4368,-0.768847,384.031,0.576171,0.576685,0.362483,0.290333
1995,0.6485,1.64121,-0.765514,391.678,0.593759,0.594179,0.395801,0.328908,1995,0.6485,1.64121,-0.765514,391.678,0.593741,0.594158,0.395676,0.328729,1995,0.6485,1.64121,-0.765514,391.678,0.593657,0.594064,0.397125,0.330772,1995,0.6485,1.64121,-0.765514,391.678,0.59376,0.594185,0.3948,0.327501
1996,0.4885,1.73788,-0.758883,399.44,0.614298,0.614545,0.437191,0.377527,1996,0.4885,1.73788,-0.758883,399.44,0.614282,0.614527,0.437065,0.377346,1996,0.4885,1.73788,-0.758883,399.44,0.614213,0.614448,0.438533,0.379416,1996,0.4885,1.73788,-0.758883,399.44,0.614295,0.614545,0.436177,0.376102
1997,0.7085,1.81567,-0.765711,407.277,0.635495,0.635569,0.481158,0.429451,1997,0.7085,1.81567,-0.765711,407.277,0.635481,0.635553,0.481031,0.429268,1997,0.7085,1.81567,-0.765711,407.277,0.635425,0.635488,0.482517,0.431361,1997,0.7085,1.81567,-0.765711,407.277,0.635487,0.635565,0.480133,0.42801
1998,0.8385,1.92421,-0.780431,415.08,0.657785,0.657671,0.527216,0.483778,1998,0.8385,1.92421,-0.780431,415.08,0.657773,0.657658,0.527086,0.483592,1998,0.8385,1.92421,-0.780431,415.08,0.65773,0.657608,0.528591,0.485712,1998,0.8385,1.92421,-0.780431,415.08,0.657772,0.657662,0.526177,0.482318
1999,0.6185,2.03322,-0.790237,422.831,0.681608,0.68128,0.576313,0.541644,1999,0.6185,2.03322,-0.790237,422.831,0.681599,0.68127,0.576182,0.541455,1999,0.6185,2.03322,-0.790237,422.831,0.681571,0.681235,0.577707,0.543603,1999,0.6185,2.03322,-0.790237,422.831,0.68159,0.681265,0.57526,0.540165
2000,0.6085,2.09619,-0.801241,430.715,0.705986,0.70545,0.626387,0.600583,2000,0.6085,2.09619,-0.801241,430.715,0.705979,0.705443,0.626254,0.600392,2000,0.6085,2.09619,-0.801241,430.715,0.705967,0.705424,0.627801,0.60257,2000,0.6085,2.09619,-0.801241,430.715,0.705963,0.70543,0.62532,0.599084
2001,0.7585,2.12798,-0.809699,438.743,0.729554,0.728867,0.674239,0.656701,2001,0.7585,2.12798,-0.809699,438.743,0.729551,0.728862,0.674104,0.656507,2001,0.7585,2.12798,-0.809699,438.743,0.729555,0.728861,0.675673,0.658715,2001,0.7585,2.12798,-0.809699,438.743,0.729526,0.728841,0.673157,0.655181
2002,0.8185,2.14536,-0.810582,446.924,0.751502,0.750745,0.718596,0.708579,2002,0.8185,2.14536,-0.810582,446.924,0.751501,0.750744,0.718459,0.708383,2002,0.8185,2.14536,-0.810582,446.924,0.75152,0.750758,0.720049,0.71062,2002,0.8185,2.14536,-0.810582,446.924,0.751468,0.750714,0.717499,0.707039
2003,0.8285,2.1379,-0.81129,455.435,0.771247,0.770522,0.758506,0.755147,2003,0.8285,2.1379,-0.81129,455.435,0.771249,0.770523,0.758368,0.754949,2003,0.8285,2.1379,-0.81129,455.435,0.771281,0.770553,0.759976,0.757212,2003,0.8285,2.1379,-0.81129,455.435,0.771208,0.770486,0.757396,0.753589
2004,0.7785,2.12582,-0.812356,464.35,0.788549,0.787963,0.793263,0.795522,2004,0.7785,2.12582,-0.812356,464.35,0.788553,0.787967,0.793123,0.795322,2004,0.7785,2.12582,-0.812356,464.35,0.788598,0.78801,0.794749,0.797608,2004,0.7785,2.12582,-0.812356,464.35,0.788506,0.787922,0.792141,0.793948
2005,0.8785,2.08345,-0.811151,473.517,0.803074,0.802742,0.822086,0.828758,2005,0.8785,2.08375,-0.810851,473.517,0.803081,0.802749,0.821966,0.828586,2005,0.8785,2.08183,-0.812769,473.517,0.803133,0.8028,0.823468,0.830697,2005,0.8785,2.08469,-0.809908,473.517,0.80303,0.8027,0.821044,0.827297
2006,0.8385,1.98931,-0.805046,482.827,0.813665,0.813739,0.842528,0.851939,2006,0.8385,1.99052,-0.803839,482.754,0.813676,0.81375,0.842515,0.851918,2006,0.8385,1.98286,-0.8115,482.73,0.813719,0.813794,0.843346,0.853085,2006,0.8385,1.99428,-0.80008,482.843,0.813631,0.813706,0.841921,0.851091
2007,0.8085,1.95046,-0.796631,492.281,0.820715,0.821329,0.855898,0.866747,2007,0.8085,1.95195,-0.794964,492.061,0.820731,0.821345,0.856074,0.866991,2007,0.8085,1.93693,-0.810051,491.988,0.820736,0.821354,0.855347,0.865968,2007,0.8085,1.96072,-0.786576,492.33,0.820715,0.821327,0.856334,0.867363
2008,0.7085,1.98526,-0.788071,501.876,0.826729,0.827925,0.86831,0.880677,2008,0.7085,1.98589,-0.786746,501.439,0.826736,0.827933,0.868633,0.881134,2008,0.7085,1.96391,-0.809008,501.29,0.826682,0.827885,0.865465,0.876676,2008,0.7085,2.0014,-0.772758,501.978,0.826795,0.827987,0.870466,0.883704
2009,0.8185,2.07657,-0.779138,511.612,0.833979,0.835718,0.885186,0.900348,2009,0.8185,2.07529,-0.77822,510.887,0.833943,0.835685,0.885504,0.900819,2009,0.8185,2.04627,-0.807619,510.635,0.833809,0.835562,0.879129,0.89185,2009,0.8185,2.09924,-0.758448,511.787,0.834158,0.835888,0.889723,0.906704
2010,0.8885,2.19765,-0.768484,521.49,0.843731,0.845933,0.909613,0.929539,2010,0.8885,2.1917,-0.76961,520.405,0.843584,0.845792,0.909579,0.929562,2010,0.8885,2.15681,-0.804838,520.024,0.843351,0.845575,0.899405,0.915253,2010,0.8885,2.22263,-0.74722,521.756,0.844073,0.84626,0.916825,0.939612
2011,0.7485,2.28298,-0.754782,531.406,0.855541,0.858142,0.94067,0.967143,2011,0.7485,2.26852,-0.761186,529.992,0.85518,0.857796,0.939549,0.965724,2011,0.7485,2.23033,-0.799644,529.41,0.854837,0.857474,0.925327,0.94573,2011,0.7485,2.30092,-0.742728,531.973,0.856073,0.858654,0.94979,0.979829
2012,0.7785,2.34299,-0.740069,541.361,0.868104,0.871092,0.975272,1.0094,2012,0.7785,2.32002,-0.75234,539.649,0.867431,0.870443,0.97213,1.00526,2012,0.7785,2.2792,-0.792911,538.793,0.866968,0.870006,0.953891,0.979627,2012,0.7785,2.35241,-0.740614,542.437,0.868863,0.871821,0.98475,1.02247
2013,999,2.37445,-0.726401,551.353,0.880444,0.883837,1.01084,1.05309,2013,999,2.34602,-0.743237,549.375,0.879411,0.882841,1.00499,1.04529,2013,999,2.3015,-0.786167,548.172,0.878799,0.882261,0.982773,1.01409,2013,999,2.38045,-0.737707,553.149,0.881542,0.884895,1.01939,1.06469
2014,999,2.37619,-0.713462,561.384,0.891642,0.895493,1.04484,1.09508,2014,999,2.34437,-0.734327,559.171,0.890266,0.894164,1.03595,1.08311,2014,999,2.29525,-0.779747,557.548,0.889452,0.89339,1.00969,1.0463,2014,999,2.38231,-0.73491,564.108,0.893288,0.897081,1.05176,1.10408
2015,999,2.37606,-0.700967,571.453,0.901319,0.905691,1.07613,1.1339,2015,999,2.34274,-0.725372,569.036,0.899664,0.904093,1.06409,1.1176,2015,999,2.28821,-0.773409,566.921,0.898578,0.903056,1.03365,1.07502,2015,999,2.38553,-0.732001,575.315,0.903794,0.908081,1.08111,1.13974
2016,999,2.3916,-0.688837,581.561,0.909885,0.914826,1.10555,1.17057,2016,999,2.35852,-0.716338,578.971,0.908058,0.91306,1.09044,1.15,2016,999,2.2978,-0.76711,576.291,0.906612,0.911676,1.05564,1.10143,2016,999,2.40742,-0.728961,586.769,0.913529,0.918347,1.10859,1.17309
2017,999,2.41628,-0.677034,591.707,0.917887,0.923425,1.1343,1.20653,2017,999,2.38503,-0.707216,588.975,0.916025,0.921623,1.11635,1.18197,2017,999,2.3174,-0.760833,585.657,0.914121,0.919796,1.07695,1.1271,2017,999,2.44121,-0.725797,598.471,0.923083,0.928448,1.13567,1.20594
2018,999,2.44465,-0.665539,601.891,0.925612,0.931763,1.16296,1.24247,2018,999,2.41671,-0.698012,599.048,0.923875,0.930079,1.14253,1.21434,2018,999,2.34148,-0.754576,595.02,0.921405,0.927705,1.09825,1.15286,2018,999,2.48125,-0.722528,610.42,0.932776,0.938691,1.16314,1.23925
2019,999,2.47637,-0.653891,612.113,0.93321,0.939985,1.19182,1.27873,2019,999,2.4531,-0.688283,609.191,0.931777,0.938592,1.16937,1.24761,2019,999,2.36963,-0.747887,604.38,0.928625,0.935559,1.11991,1.17913,2019,999,2.52701,-0.718724,622.616,0.942783,0.949246,1.19147,1.27361
2020,999,2.55939,-0.643403,622.373,0.941619,0.948996,1.22306,1.31796,2020,999,2.54248,-0.678935,619.403,0.940683,0.948082,1.19917,1.28457,2020,999,2.45156,-0.740288,613.737,0.936733,0.944275,1.14429,1.20882,2020,999,2.6282,-0.713831,635.06,0.954064,0.961039,1.22312,1.31205
2021,999,2.66555,-0.635557,632.402,0.952042,0.959957,1.25933,1.36334,2021,999,2.657,-0.671082,629.711,0.951809,0.959721,1.2347,1.3286,2021,999,2.56084,-0.731471,623.102,0.946947,0.955031,1.17446,1.24571,2021,999,2.75837,-0.70748,647.715,0.967843,0.975255,1.26123,1.35845
2022,999,2.72972,-0.629424,642.2,0.964004,0.972415,1.29916,1.41302,2022,999,2.73231,-0.663448,640.115,0.964697,0.973073,1.27473,1.37813,2022,999,2.63181,-0.721728,632.475,0.958819,0.967398,1.2094,1.28857,2022,999,2.85022,-0.701137,660.581,0.983667,0.991459,1.30477,1.41155
2023,999,2.76626,-0.623751,651.766,0.976209,0.985118,1.33927,1.46293,2023,999,2.78247,-0.655438,650.615,0.978082,0.986915,1.31613,1.42934,2023,999,2.67754,-0.711718,641.856,0.971093,0.980163,1.24605,1.33363,2023,999,2.91613,-0.695663,673.658,1.00025,1.00841,1.3505,1.46734
2024,999,2.77597,-0.617898,661.101,0.987729,0.997171,1.3774,1.51032,2024,999,2.80697,-0.647474,661.21,0.991057,1.00038,1.35671,1.47954,2024,999,2.69786,-0.701521,651.245,0.982876,0.992466,1.28218,1.37814,2024,999,2.95692,-0.690184,686.946,1.01668,1.02524,1.39607,1.52296
2025,999,2.75724,-0.611837,670.204,0.997716,1.00776,1.41154,1.55274,2025,999,2.80409,-0.639546,671.901,1.00279,1.01265,1.3944,1.5262,2025,999,2.69104,-0.691133,660.642,0.993342,1.00351,1.31572,1.41956,2025,999,2.97083,-0.684695,700.445,1.03211,1.0411,1.4394,1.57581
2026,999,2.73754,-0.605585,679.076,1.00585,1.01656,1.44095,1.5893,2026,999,2.80125,-0.631656,682.688,1.01297,1.02343,1.42842,1.56833,2026,999,2.68446,-0.680567,670.048,1.00219,1.013,1.34588,1.45693,2026,999,2.98526,-0.679204,714.155,1.04621,1.05571,1.47966,1.62491
2027,999,2.73423,-0.59916,687.716,1.01258,1.02402,1.46681,1.62145,2027,999,2.81579,-0.623801,693.57,1.02205,1.03317,1.45987,1.60733,2027,999,2.69546,-0.669829,679.461,1.00989,1.02139,1.37377,1.49161,2027,999,3.01754,-0.673717,728.076,1.05943,1.06948,1.51795,1.67159
2028,999,2.74063,-0.592578,696.124,1.0185,1.0307,1.49057,1.651,2028,999,2.84103,-0.615983,704.548,1.03063,1.04243,1.4902,1.64493,2028,999,2.71733,-0.658928,688.883,1.01703,1.02925,1.40083,1.52533,2028,999,3.06094,-0.668241,742.209,1.07236,1.08298,1.55568,1.71757
2029,999,2.75116,-0.585849,704.302,1.02393,1.03691,1.51306,1.67895,2029,999,2.87135,-0.608202,715.622,1.03903,1.05153,1.52017,1.68208,2029,999,2.74446,-0.647872,698.312,1.02395,1.0369,1.42781,1.55903,2029,999,3.10986,-0.662781,756.552,1.0853,1.09651,1.59358,1.76375
2030,999,2.76372,-0.580215,712.247,1.02903,1.04281,1.53463,1.70573,2030,999,2.90619,-0.600158,726.792,1.04743,1.06062,1.55022,1.71933,2030,999,2.77295,-0.639673,707.75,1.03082,1.04451,1.4549,1.59289,2030,999,3.16493,-0.655802,771.106,1.09844,1.11023,1.63217,1.81079
2031,999,2.82629,-0.576928,719.901,1.03476,1.04932,1.5574,1.73389,2031,999,2.99505,-0.591548,737.998,1.05678,1.07065,1.58275,1.75962,2031,999,2.84896,-0.637373,717.328,1.03859,1.05298,1.48382,1.62889,2031,999,3.27687,-0.645759,785.948,1.11272,1.12508,1.67409,1.86198
2032,999,2.91404,-0.573994,727.263,1.04234,1.05761,1.58421,1.7669,2032,999,3.11018,-0.583098,749.241,1.06832,1.08279,1.62079,1.80665,2032,999,2.9494,-0.637642,727.046,1.04847,1.06351,1.517,1.66992,2032,999,3.41693,-0.634973,801.077,1.12939,1.14224,1.72256,1.9213
2033,999,2.9625,-0.570175,734.332,1.05132,1.06726,1.61405,1.80352,2033,999,3.18541,-0.575125,760.521,1.08158,1.09661,1.66314,1.85897,2033,999,3.01189,-0.637507,736.905,1.06004,1.07567,1.55338,1.71464,2033,999,3.51826,-0.624918,816.495,1.14799,1.16128,1.77643,1.98733
2034,999,2.98439,-0.566239,741.109,1.06043,1.07705,1.64396,1.84014,2034,999,3.23457,-0.56722,771.837,1.09527,1.11086,1.70663,1.91265,2034,999,3.04935,-0.637358,746.904,1.07205,1.08827,1.59003,1.75952,2034,999,3.59507,-0.614736,832.2,1.16728,1.18101,1.83252,2.05612
2035,999,2.97966,-0.56218,747.594,1.06877,1.08611,1.67176,1.87412,2035,999,3.25759,-0.559362,783.19,1.1085,1.12467,1.74902,1.96496,2035,999,3.06161,-0.637182,757.043,1.08362,1.10046,1.62491,1.80205,2035,999,3.64718,-0.604427,848.192,1.18636,1.20055,1.88859,2.12495
2036,999,2.94657,-0.558,753.786,1.07552,1.09363,1.69546,1.90302,2036,999,3.25273,-0.55154,794.58,1.1204,1.13722,1.78824,2.01334,2036,999,3.04688,-0.636973,767.322,1.09394,1.11145,1.65608,1.83989,2036,999,3.67276,-0.593996,864.473,1.20439,1.2191,1.94258,2.19126
2037,999,2.91257,-0.553706,759.687,1.08035,1.0993,1.71434,1.92596,2037,999,3.2474,-0.543749,806.007,1.13067,1.14819,1.82347,2.05681,2037,999,3.03249,-0.636734,777.741,1.1027,1.12094,1.68289,1.87224,2037,999,3.69916,-0.583454,881.041,1.22106,1.23636,1.99369,2.25408
2038,999,2.89501,-0.549303,765.295,1.08374,1.10359,1.72958,1.94439,2038,999,3.25896,-0.535986,817.47,1.13976,1.15804,1.85584,2.09676,2038,999,3.03576,-0.636468,788.301,1.11037,1.12939,1.70654,1.90061,2038,999,3.74364,-0.572811,897.897,1.23685,1.25278,2.04303,2.31475
2039,999,2.88717,-0.5448,770.611,1.08628,1.10706,1.74265,1.96014,2039,999,3.2807,-0.528253,828.97,1.14825,1.16732,1.88677,2.13491,2039,999,3.04992,-0.63618,799.001,1.11755,1.13737,1.72857,1.92689,2039,999,3.79945,-0.56208,915.041,1.25232,1.26891,2.09199,2.37499
2040,999,2.88238,-0.541297,775.635,1.08829,1.11002,1.75428,1.9741,2040,999,3.30733,-0.52024,840.507,1.15645,1.17632,1.91704,2.17224,2040,999,3.0712,-0.634026,809.841,1.12456,1.14519,1.74994,1.95229,2040,999,3.8606,-0.551601,932.473,1.2678,1.28507,2.1413,2.43569
2041,999,2.87865,-0.539911,780.495,1.08994,1.11263,1.7647,1.9865,2041,999,3.3383,-0.511636,852.018,1.16454,1.18523,1.94714,2.20935,2041,999,3.10052,-0.628167,820.855,1.1316,1.15305,1.77152,1.97798,2041,999,3.92582,-0.541717,950.239,1.28347,1.30141,2.19128,2.49721
2042,999,2.92638,-0.539607,785.192,1.0922,1.11582,1.77608,1.99997,2042,999,3.42191,-0.503157,863.503,1.17347,1.19496,1.97942,2.24913,2042,999,3.1847,-0.621013,832.044,1.13964,1.16187,1.79603,2.00731,2042,999,4.04494,-0.53189,968.341,1.30026,1.31887,2.24421,2.56233
2043,999,2.99996,-0.539387,789.725,1.09629,1.12078,1.79142,2.01819,2043,999,3.53097,-0.49514,874.963,1.18446,1.20667,2.0168,2.29515,2043,999,3.29521,-0.614461,843.406,1.1499,1.17284,1.82646,2.04399,2043,999,4.19164,-0.52181,986.777,1.31941,1.33861,2.30309,2.63474
2044,999,3.03373,-0.539291,794.094,1.10178,1.1271,1.80971,2.03991,2044,999,3.60036,-0.487195,886.397,1.19705,1.21994,2.05813,2.34598,2044,999,3.36697,-0.608008,854.942,1.16194,1.18555,1.86163,2.08652,2044,999,4.30007,-0.511719,1005.55,1.34048,1.36023,2.36685,2.71309
2045,999,3.04117,-0.539305,798.299,1.10743,1.13357,1.82793,2.06145,2045,999,3.64361,-0.479314,897.805,1.20997,1.23354,2.10029,2.39781,2045,999,3.41349,-0.60165,866.652,1.17451,1.19877,1.89842,2.13107,2045,999,4.38366,-0.501622,1024.65,1.36221,1.38249,2.43237,2.7936
2046,999,3.0222,-0.53942,802.341,1.11233,1.13933,1.84393,2.08017,2046,999,3.66073,-0.47149,909.188,1.22231,1.2466,2.14107,2.44791,2046,999,3.43475,-0.595381,878.536,1.1867,1.21164,1.93458,2.17488,2046,999,4.44234,-0.49152,1044.1,1.38369,1.40455,2.49746,2.87354
2047,999,2.97513,-0.539619,806.219,1.11568,1.14358,1.85573,2.09367,2047,999,3.65005,-0.463722,920.544,1.23325,1.25831,2.17842,2.49377,2047,999,3.42902,-0.589203,890.594,1.1977,1.22337,1.96806,2.21542,2047,999,4.47438,-0.481421,1063.87,1.40409,1.42559,2.56008,2.95041
2048,999,2.92742,-0.53985,809.933,1.11716,1.14604,1.86263,2.10109,2048,999,3.63903,-0.456014,931.876,1.24247,1.26838,2.21159,2.53448,2048,999,3.42376,-0.583118,902.826,1.2072,1.23367,1.99809,2.25173,2048,999,4.5072,-0.471337,1083.98,1.42312,1.44531,2.61945,3.02328
2049,999,2.89647,-0.540074,813.483,1.11725,1.14715,1.86583,2.10391,2049,999,3.64508,-0.448367,943.181,1.25046,1.27726,2.24171,2.57142,2049,999,3.4363,-0.577141,915.232,1.21567,1.24298,2.02577,2.28518,2049,999,4.55814,-0.461279,1104.43,1.44124,1.46418,2.67671,3.09353
2050,999,2.87479,-0.541068,816.87,1.11656,1.1475,1.86676,2.1039,2050,999,3.66048,-0.441811,954.461,1.25779,1.28552,2.27017,2.60629,2050,999,3.45868,-0.572531,927.812,1.22371,1.25188,2.05245,2.31739,2050,999,4.61934,-0.452378,1125.21,1.45903,1.48276,2.73321,3.16281
2051,999,2.85599,-0.543639,820.122,1.1154,1.1474,1.86611,2.10185,2051,999,3.67864,-0.437379,965.572,1.2648,1.29347,2.29754,2.63974,2051,999,3.48408,-0.570524,940.591,1.23165,1.26068,2.07864,2.34894,2051,999,4.68406,-0.445772,1146.32,1.47683,1.50135,2.78951,3.23175
2052,999,2.84014,-0.547099,823.238,1.11396,1.14702,1.86419,2.09816,2052,999,3.69928,-0.434058,976.513,1.27166,1.30127,2.32406,2.67204,2052,999,3.51292,-0.569853,953.568,1.23965,1.26956,2.10454,2.38002,2052,999,4.7526,-0.440062,1167.76,1.49479,1.52012,2.84582,3.30058
2053,999,2.87747,-0.550647,826.219,1.11321,1.14731,1.86341,2.09575,2053,999,3.77228,-0.430792,987.284,1.2793,1.30984,2.35201,2.70598,2053,999,3.5957,-0.569252,966.744,1.24869,1.27944,2.13246,2.41347,2053,999,4.87504,-0.434153,1189.54,1.51387,1.53998,2.90448,3.37217
2054,999,2.94127,-0.554215,829.065,1.11441,1.14947,1.86687,2.09845,2054,999,3.87099,-0.427551,997.886,1.28895,1.32034,2.38442,2.74528,2054,999,3.70563,-0.568711,980.118,1.25999,1.29151,2.16549,2.45306,2054,999,5.02432,-0.428357,1211.65,1.53528,1.56212,2.96853,3.45023
2055,999,2.96587,-0.557813,831.775,1.11713,1.15309,1.87358,2.10505,2055,999,3.9298,-0.424334,1008.32,1.30014,1.33235,2.42022,2.78862,2055,999,3.77707,-0.568234,993.691,1.27313,1.30537,2.2026,2.49754,2055,999,5.13479,-0.422673,1234.09,1.55858,1.5861,3.03688,3.53346
2056,999,2.9647,-0.561436,834.351,1.12012,1.15697,1.88054,2.11187,2056,999,3.96224,-0.421129,1018.58,1.3116,1.34463,2.45633,2.83226,2056,999,3.82345,-0.567812,1007.46,1.28685,1.31979,2.24075,2.5432,2056,999,5.21991,-0.417083,1256.86,1.58249,1.61069,3.10645,3.61806
2057,999,2.93766,-0.565081,836.791,1.12248,1.16026,1.88562,2.11631,2057,999,3.96826,-0.417925,1028.68,1.32242,1.3563,2.49058,2.87352,2057,999,3.8447,-0.567436,1021.43,1.30024,1.33391,2.27779,2.5874,2057,999,5.27962,-0.41157,1279.96,1.6061,1.63502,3.17504,3.70136
2058,999,2.88301,-0.568747,839.096,1.12341,1.16215,1.88684,2.11596,2058,999,3.94618,-0.414711,1038.6,1.33178,1.36656,2.52097,2.90997,2058,999,3.83907,-0.567099,1035.6,1.31248,1.34694,2.31171,2.6277,2058,999,5.31221,-0.406121,1303.39,1.62858,1.65828,3.24063,3.78087
2059,999,2.82814,-0.572431,841.265,1.1226,1.16237,1.8835,2.10997,2059,999,3.92347,-0.411477,1048.35,1.33935,1.37511,2.54675,2.94071,2059,999,3.834,-0.566792,1049.97,1.32326,1.35857,2.34181,2.66323,2059,999,5.34513,-0.400723,1327.16,1.64961,1.68016,3.30247,3.85569
2060,999,2.79115,-0.575378,843.3,1.12052,1.16136,1.87684,2.09988,2060,999,3.91726,-0.408468,1057.94,1.3456,1.38239,2.56908,2.96715,2060,999,3.85007,-0.563263,1064.54,1.33307,1.36927,2.36949,2.69577,2060,999,5.39547,-0.395637,1351.26,1.66965,1.7011,3.36169,3.9272
2061,999,2.76606,-0.576818,845.196,1.11778,1.1597,1.86852,2.08775,2061,999,3.92062,-0.405935,1067.29,1.35113,1.38897,2.58938,2.99104,2061,999,3.88381,-0.553245,1079.29,1.3425,1.37961,2.39692,2.7281,2061,999,5.45626,-0.391133,1375.58,1.68929,1.72169,3.41969,3.99713
2062,999,2.74637,-0.577794,846.955,1.11472,1.15772,1.85948,2.07478,2062,999,3.92803,-0.403637,1076.4,1.35624,1.39516,2.60841,3.0133,2062,999,3.9257,-0.540553,1094.24,1.35191,1.38994,2.42548,2.76203,2062,999,5.52186,-0.386886,1400.13,1.70885,1.7422,3.47722,4.06636
2063,999,2.73062,-0.578993,848.575,1.11151,1.1556,1.8502,2.06153,2063,999,3.9387,-0.401333,1085.28,1.36112,1.40112,2.62659,3.03448,2063,999,3.97151,-0.528453,1109.38,1.36147,1.40042,2.4556,2.79809,2063,999,5.59124,-0.382676,1424.91,1.72848,1.76281,3.53467,4.13541
2064,999,2.76833,-0.58005,850.057,1.10913,1.15428,1.84302,2.05091,2064,999,4.00185,-0.399025,1093.92,1.36671,1.40778,2.64631,3.05748,2064,999,4.07102,-0.516376,1124.71,1.37212,1.41197,2.48944,2.83888,2064,999,5.71355,-0.378604,1449.92,1.74912,1.78441,3.59436,4.20711
2065,999,2.83272,-0.580986,851.401,1.10882,1.15494,1.84098,2.04661,2065,999,4.09074,-0.39672,1102.32,1.37424,1.4163,2.67057,3.08599,2065,999,4.19747,-0.504325,1140.23,1.3851,1.42575,2.52987,2.88791,2065,999,5.86206,-0.374671,1475.16,1.77198,1.80817,3.65926,4.28511
2066,999,2.85809,-0.58182,852.607,1.11014,1.15716,1.84302,2.04733,2066,999,4.13975,-0.394421,1110.49,1.38325,1.42626,2.69829,3.1187,2066,999,4.28523,-0.492304,1155.94,1.39993,1.44136,2.57569,2.94366,2066,999,5.97116,-0.370871,1500.62,1.79659,1.83365,3.72826,4.36804
2067,999,2.8579,-0.582553,853.675,1.11182,1.15975,1.84606,2.04931,2067,999,4.16236,-0.392116,1118.42,1.39248,1.43644,2.7264,3.15184,2067,999,4.34776,-0.480298,1171.85,1.41536,1.45755,2.6237,3.00221,2067,999,6.05426,-0.367186,1526.31,1.82169,1.85961,3.79825,4.45207
2068,999,2.83204,-0.583185,854.605,1.11298,1.16182,1.84791,2.04986,2068,999,4.15853,-0.389794,1126.11,1.40103,1.44597,2.7527,3.18272,2068,999,4.385,-0.468292,1187.94,1.43049,1.47345,2.67162,3.06072,2068,999,6.11137,-0.363595,1552.23,1.84635,1.88519,3.86699,4.53449
2069,999,2.77876,-0.583721,855.397,1.11278,1.16258,1.84655,2.04649,2069,999,4.12656,-0.387446,1133.57,1.40806,1.45404,2.77519,3.20888,2069,999,4.39524,-0.456277,1204.23,1.44447,1.48827,2.71732,3.1166,2069,999,6.14084,-0.360084,1578.38,1.86974,1.90955,3.93246,4.6128
